id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
868ce848,Álvaro Tejero,es ESP,DF,Eibar,24,1996,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,10,15,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.19,0.03,0.19,Matches
72a99e38,Cristian Tello,es ESP,"FW,MF",Betis,28,1991,29,12,1283,14.3,5,3,8,5,0,0,2,1,2.7,2.7,2.3,5.0,51,42,98,0.35,0.21,0.56,0.35,0.56,0.19,0.16,0.35,0.19,0.35,Matches
6f51e382,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174651c8,David Timor,es ESP,"MF,DF",Getafe,30,1989,30,15,1395,15.5,0,0,0,0,0,0,5,1,0.6,0.6,1.2,1.7,7,70,4,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Matches
d4ef9ac5,Toño,es ESP,"DF,FW",Levante,30,1989,12,9,726,8.1,0,2,2,0,0,0,2,0,0.0,0.0,0.5,0.5,15,28,39,0.00,0.25,0.25,0.00,0.25,0.01,0.06,0.07,0.01,0.07,Matches
52611641,Lucas Torreira,uy URU,MF,Atlético Madrid,24,1996,19,3,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.5,0.6,6,27,4,0.17,0.00,0.17,0.17,0.17,0.02,0.09,0.11,0.02,0.11,Matches
58a9a4d9,Óliver Torres,es ESP,"MF,FW",Sevilla,25,1994,33,15,1400,15.6,0,3,3,0,0,0,2,0,1.1,1.1,2.1,3.2,39,130,82,0.00,0.19,0.19,0.00,0.19,0.07,0.14,0.20,0.07,0.20,Matches
532e1e4f,Pau Torres,es ESP,DF,Villarreal,23,1997,33,33,2970,33.0,2,2,4,2,0,0,2,0,1.5,1.5,0.8,2.3,47,133,11,0.06,0.06,0.12,0.06,0.12,0.05,0.02,0.07,0.05,0.07,Matches
d733aa38,Roberto Torres,es ESP,"MF,FW",Osasuna,31,1989,35,19,1894,21.0,7,1,8,3,4,5,0,0,5.9,2.5,1.6,4.1,27,79,95,0.33,0.05,0.38,0.14,0.19,0.28,0.08,0.35,0.12,0.20,Matches
0e4fef6e,Lucas Torró,es ESP,MF,Osasuna,26,1994,25,17,1548,17.2,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,5,55,15,0.00,0.06,0.06,0.00,0.06,0.09,0.02,0.11,0.09,0.11,Matches
963829d0,Manu Trigueros,es ESP,MF,Villarreal,28,1991,35,30,2527,28.1,1,6,7,1,0,0,6,1,2.5,2.5,5.0,7.6,33,212,68,0.04,0.21,0.25,0.04,0.25,0.09,0.18,0.27,0.09,0.27,Matches
77e39b04,Francisco Trincão,pt POR,"FW,MF",Barcelona,20,1999,28,3,706,7.8,3,2,5,3,0,0,1,0,2.6,2.6,0.4,3.0,22,28,92,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,Matches
21512407,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,28,28,2475,27.5,0,6,6,0,0,0,0,0,0.1,0.1,3.6,3.8,43,169,196,0.00,0.22,0.22,0.00,0.22,0.00,0.13,0.14,0.00,0.14,Matches
3eed9821,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,13,6,645,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,24,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
f8eca1b6,Enes Ünal,tr TUR,FW,Getafe,23,1997,28,15,1318,14.6,4,2,6,3,1,1,4,0,4.8,4.0,1.5,5.5,14,28,70,0.27,0.14,0.41,0.20,0.34,0.32,0.10,0.43,0.27,0.37,Matches
7b456af7,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a75b4071,Eugeni Valderrama,es ESP,"MF,FW",Huesca,26,1994,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
c2111b45,Jesús Vallejo,es ESP,DF,Granada,23,1997,21,15,1348,15.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,8,37,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
0bc4e720,Manu Vallejo,es ESP,"FW,MF",Valencia,23,1997,30,9,950,10.6,5,0,5,5,0,0,2,0,4.2,4.2,0.8,4.9,22,25,60,0.47,0.00,0.47,0.47,0.47,0.40,0.07,0.47,0.40,0.47,Matches
0959c2a2,Federico Valverde,uy URU,MF,Real Madrid,22,1998,24,15,1330,14.8,3,1,4,3,0,0,0,0,2.3,2.3,3.1,5.4,41,96,54,0.20,0.07,0.27,0.20,0.27,0.15,0.21,0.36,0.15,0.36,Matches
9f8e9423,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,31,31,2715,30.2,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3.1,28,98,5,0.07,0.00,0.07,0.07,0.07,0.09,0.01,0.10,0.09,0.10,Matches
08990838,Denis Vavro,sk SVK,DF,Huesca,24,1996,11,9,611,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,23,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
467bae22,Franco Vázquez,ar ARG,"FW,MF",Sevilla,31,1989,15,1,164,1.8,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0,13,13,0.55,0.00,0.55,0.55,0.55,0.09,0.05,0.15,0.09,0.15,Matches
ee923664,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,8,5,562,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3,12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
fd51b456,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,29,1991,24,21,1848,20.5,2,5,7,2,0,0,3,0,1.8,1.8,4.1,5.9,51,97,201,0.10,0.24,0.34,0.10,0.34,0.09,0.20,0.29,0.09,0.29,Matches
bfb15d99,Koke Vegas,es ESP,GK,Levante,24,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
35a6e5c7,Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18,2002,6,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
4112ace5,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,28,19,1701,18.9,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.6,7,122,9,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1c2c55fc,Gonzalo Verdú,es ESP,DF,Elche,31,1988,33,33,2944,32.7,0,2,2,0,0,0,11,0,1.6,1.6,2.0,3.6,10,63,1,0.00,0.06,0.06,0.00,0.06,0.05,0.06,0.11,0.05,0.11,Matches
b0fce72c,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,30,20,1722,19.1,0,1,1,0,0,0,7,0,1.6,1.6,1.1,2.6,14,95,15,0.00,0.05,0.05,0.00,0.05,0.08,0.06,0.14,0.08,0.14,Matches
c67cd65c,Rúben Vezo,pt POR,DF,Levante,26,1994,32,25,2316,25.7,1,0,1,1,0,0,7,0,0.3,0.3,0.2,0.5,25,111,6,0.04,0.00,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Matches
afafac57,Iñigo Vicente,es ESP,"FW,MF",Athletic Club,22,1998,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,10,8,0.00,0.00,0.00,0.00,0.00,0.05,0.38,0.43,0.05,0.43,Matches
f681a8ef,Fede Vico,es ESP,"MF,FW",Granada,26,1994,20,9,767,8.5,0,0,0,0,0,0,1,0,0.7,0.7,1.0,1.8,28,29,46,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
04965583,Aleix Vidal,es ESP,DF,Sevilla,30,1989,12,5,595,6.6,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.7,14,45,74,0.00,0.15,0.15,0.00,0.15,0.00,0.11,0.11,0.00,0.11,Matches
3a9c4b7b,Nacho Vidal,es ESP,DF,Osasuna,25,1995,34,25,2348,26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18,87,58,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
636eae97,Toni Villa,es ESP,"MF,FW",Valladolid,25,1995,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0.00,0.19,0.19,0.19,0.07,0.10,0.18,0.07,0.18,Matches
57be54ec,Asier Villalibre,es ESP,FW,Athletic Club,22,1997,35,16,1589,17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25,24,107,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,Matches
cde52ef5,Iván Villar,es ESP,GK,Celta Vigo,23,1997,21,19,1781,19.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
db750822,Vitolo,es ESP,"MF,FW",Atlético Madrid,30,1989,10,3,298,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,7,17,33,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,Matches
46a8347f,Šime Vrsaljko,hr CRO,"FW,DF",Atlético Madrid,28,1992,9,6,519,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,13,24,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4442fbcd,Nikola Vukčević,me MNE,MF,Levante,28,1991,13,11,810,9.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1,17,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
d83bbc54,Daniel Wass,dk DEN,"MF,DF",Valencia,31,1989,35,35,2979,33.1,4,1,5,3,1,1,8,0,2.9,2.1,2.3,4.4,37,122,89,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13,Matches
379dc075,Shon Weissman,il ISR,FW,Valladolid,24,1996,32,24,2133,23.7,6,1,7,6,0,0,3,0,5.6,5.6,2.6,8.3,17,22,73,0.25,0.04,0.30,0.25,0.30,0.24,0.11,0.35,0.24,0.35,Matches
6a99e0b1,Iñaki Williams,gh GHA,FW,Athletic Club,26,1994,38,27,2387,26.5,6,6,12,5,1,1,1,0,6.2,5.4,5.1,10.5,73,34,233,0.23,0.23,0.45,0.19,0.41,0.23,0.19,0.43,0.20,0.40,Matches
afdc14d7,Nico Williams,es ESP,MF,Athletic Club,18,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
f6f6b6e8,Jawad El Yamiq,ma MAR,DF,Valladolid,28,1992,19,15,1379,15.3,0,1,1,0,0,0,6,0,0.6,0.6,0.1,0.7,6,41,3,0.00,0.07,0.07,0.00,0.07,0.04,0.00,0.05,0.04,0.05,Matches
039ae103,Rubén Yáñez,es ESP,GK,Getafe,26,1993,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
61bb7498,Yoel,es ESP,GK,Eibar,31,1988,4,3,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
e49ce451,Okay Yokuşlu,tr TUR,MF,Celta Vigo,26,1994,12,3,462,5.1,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,7,14,6,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
5ca20b7a,Joseba Zaldúa,es ESP,DF,Real Sociedad,28,1992,12,6,639,7.1,0,0,0,0,0,0,3,0,0.1,0.1,1.0,1.1,12,13,44,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16,Matches
968a1c2f,Oier Zarraga,es ESP,MF,Athletic Club,21,1999,5,1,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,5,5,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
5c7845f6,Igor Zubeldia,es ESP,DF,Real Sociedad,23,1997,24,21,1959,21.8,1,1,2,1,0,0,5,0,1.3,1.3,0.6,1.9,17,75,3,0.05,0.05,0.09,0.05,0.09,0.06,0.03,0.09,0.06,0.09,Matches
3ee0dd59,Martín Zubimendi,es ESP,MF,Real Sociedad,21,1999,31,17,1882,20.9,0,0,0,0,0,0,6,0,0.7,0.7,0.6,1.3,25,117,11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
79300479,Martin Ødegaard,no NOR,MF,Real Madrid,21,1998,7,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,20,18,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Matches
